"Mainextract_Commentaire","Mainextract_Date"
"Cottage propre et confortable, parc agréable à balader et aquamundo toujours super (attractions, propreté, température avec enfant en bas âge on peut y rester un moment sans qu'il attrape froid comme des piscines traditionnelles). Petit bémol sur la voirie et les signalisations. je me suis...Plus","Date du séjour : décembre 2017"
"Plus","Date du séjour : décembre 2017"
"Le seul intérêt : pas loin de la région parisienne, donc idéal pour un moment de vacances. Cottage Premium loué malgré la panne de chaudière = déménagement à pied vers un cottage moins côté, moyennant compensation. Manque cruel d'entretien : pieds de lits cassés, VMC...Plus","Date du séjour : décembre 2017"
"l'endroit est parfait pour célébrer un évènement familial notamment un anniversaire en famille, qui a permis de réunir avec les grands parants, les enfants et petits enfants qui se sont éclatés dans l'aquapark","Date du séjour : avril 2018"
"Un parc bien agréable dans une région trop peu connue... un peu boueux en ce début de printemps mais un dôme bien agréable surtout avec les enfants! Par contre à quand des menus variés adaptés aux personnes avec un régime alimentaire contraignant ? Pensez notamment...Plus","Date du séjour : avril 2018"
"Nous avons pris un cottage VIP (ancienne version). Nous étions en bord de passage, donc du bruit et du vis à vis toute la journée. Chauffage qui ne marche pas donc obligé de faire tourner le sauna porte ouverte pour avoir de la chaleur. Flexible...Plus","Date du séjour : avril 2018"
"Nous avons séjourné en famille ( 13 adultes et 6 enfants) , ns avons eu 2 cottages l'un à côté de l'autre précise lors de la réservation ( option payante ). Malheureusement un lave-vaisselle sur les 2 qui ne fonctionnais pas . Des prises sans...Plus","Date du séjour : avril 2018"
"Très éloigné de mes attentes. Est ce les campagnes publicitaires régulières de Center Parcs qui m’ont amenée à espérer tout autre chose ? Première impression : déshumanisé... A L’exception d’une populasse mal élevée en tong, vous ne croisez aucune âme accueillante. Ni au Check in...Plus","Date du séjour : avril 2018"
"Brochures de rêves mais une réalité vraiment différente surtout pour les cottages. Nous recommandons le bois aux daims .sinon activités annexes trop coûteuse sur le domaine.dommage car cela donne l'envie.","Date du séjour : février 2018"
"Hébergement VIP prix exorbitant par rapport aux prestations... extérieurs pas entretenus cottage sale et vieillissant...chauffage au rabais...activités tout est payant à part la piscine.. seule note positive les restaurants prix corrects et personnel accueillant.","Date du séjour : février 2018"
"Jour d’arrivé : cottage difficile à trouver + une erreur dans les clés qu’on nous avait données avec retour à la réception nécessaire. A partir de ça de nombreux points négatifs s’enchainent en comparaison au Center Parc Bois aux Daims : ▪ Mauvaises indications panneaux/...Plus","Date du séjour : février 2018"
"Nous sommes partis entre amis suite à une offre ventes privés. Nous étions logés dans l’hôtel qui est assez vieux mais propre pas de mauvaise surprise. Plus machine sensée et café dans chaque chambre à l’arrivée. Le top. Les chambres sont très spacieuses Concernant le...Plus","Date du séjour : février 2018"
"2eme séjour à center parc en cottage Padoge nouveau design VIP et tout est parfait ! Le cottage est joliment décoré, c’est relativement calme autour, la cuisine est bien équipée. Nous avons tous apprécié notre séjour la bas et nous y retournerons. Avec un gros...Plus","Date du séjour : février 2018"
"Notre séjour nous a beaucoup déçu. Cottage très vétuste, connexion wifi payée mais inexistante, malades au restaurant du dôme (pizzéria), propreté du logement plus que douteuse, vaisselle sale dans les placards, chasse d’eau qui fuit sans discontinuer toute la nuit, pas d’eau chaude tous les...Plus","Date du séjour : janvier 2018"
"Nous étions septique mais notre fille aînée ne connaissait pas. Dès l’arrivée plus aucuns doutes ne subsistent. Deux cottages « VIP »... very interesting prefabricated, et je ne parle pas du mobilier. Enfin, j’épargnerai les âmes sensibles, je ne parlerai pas de la propreté... Nous avions réservés...Plus","Date du séjour : janvier 2018"
"5 jours en famille reposant, pédalo, vélo, poney pour notre fils tout est là pour passé un agréable séjour mais il y a tout de même des choses à revoir nous avons croisé à plusieurs reprises des blattes dans les vestiaires de la piscine! les...Plus","Date du séjour : janvier 2018"
"","Date du séjour : janvier 2018"
"Plus","Date du séjour : janvier 2018"
"Plus","Date du séjour : avril 2018"
"Nous avons logé 4 nuits du 2 au 6 avril 2018 au Center parc du bois Franc. La propreté était médiocre sans abordé le sujet du confort logement, lits creux tellement usés, rempli de fourmis, vieillot,... photos sur le site n est pas du tout...Plus","Date du séjour : avril 2018"
"C'est très moyen. L'infrastructure est vieillissante. Même les cottages récents où nous étions... Les chemins défoncés et boueux. Ménage plus que moyen, mobilier bon marché, pas confortable et sale, mobilier de jardin en mauvais état. Le parc est en chantier (on ne le signale pas...Plus","Date du séjour : avril 2018"
"Plus","Date du séjour : avril 2018"
"Ménage superficiel. Problème de chauffage. Réception injoignable. Prestations comprises dans le prix du logement mais dont on apprend qu'elles sont indisponibles qu'une fois sur place (internet) et ce pour toute la durée du séjour. Services et infrastructures qui pourraient simplement être mis à disposition de...Plus","Date du séjour : avril 2018"
"Arrivés en famille le vendredi soir pour le week-end de Pâques, nous nous attendions forcément à avoir du monde, mais alors là nous n'avons pas été déçus ! Quelques conseils : -Selon votre emplacement (qui n'est pas acquis selon votre réservation), pensez à la voiturette...Plus","Date du séjour : mars 2018"
"","Date du séjour : mars 2018"
"1ere visite à Center parcs, arrivée vendredi AM pas trop d'attente à la barrière Cottage standard pour 4 personnes , extérieur un peu vieillot, des craintes pour l'intérieur... mais bonne surprise le cottage est en très bon état , propre et déco colorée conforme aux...Plus","Date du séjour : mars 2018"
"calme, détente et repos assurés hors saison mais il faut réserver un cottage nouveau design sinon les autres sont plutôt vieillissants tout comme le centre dans son ensemble....par contre l'aquamundo est génial !!!! activités super mais il faut prévoir son budget...tout comme les courses avant...Plus","Date du séjour : mars 2018"
"Je ne connaissais pas du tout ce sont des amis qui nous ont demandés si on voulait partager un cottage avec eux , heureuse surprise le cottage super sympa très bien équipé , propre, bien chauffé, ces grandes baies vitrées donnant sur le bois et...Plus","Date du séjour : mars 2018"
"Plus","Date du séjour : mars 2018"
"Bonjour monsieur, Madame, Nous avons loué un bungalow VIP six personnes, le numero 833 au center parc les bois francs, du lundi 26 mars 2018 au vendredi 30 mars 2018. Nous sommes deux adultes et deux enfants De 24 mois. Aujourd’hui, nous avons décidé de...Plus","Date du séjour : mars 2018"
"Pas de WIFI pourtant vendu compris dans le cottage VIP . Signaler au n° téléphone qui est sur le dépliant car ça ne dépend pas de center parc lui même. On vous dit qu'un technicien va passé. Vous pouvez toujours attendre longtemps car quand vous...Plus","Date du séjour : mars 2018"
"super sejour dans sa globalite dommage que les jeux pour enfants soit aussi onéreux et dommage d'avoir eu une invesion de fourmis dans le cotage . sinon l'espace auamundo est top je ne m'attendais pas a sa et cela a fait plaisir a notre petit...Plus","Date du séjour : mars 2018"
"Nous venons régulièrement à ce Center parc depuis une dizaine d'année. Cette fois ci nous avons été un peu déçu. Le dôme et la piscine vieillissent mal, il y a de nombreuses infiltrations d'eau. Nous étions dans un cottage vip qui était globalement bien. Nous...Plus","Date du séjour : mars 2018"
"Parc très vieillissant et n'est pas assez rénové. Tout paraît alors sale et l'équipement de la chambre mal lavé (trace sur les serviettes, traces de café sur les petites cuillères). C'est dommage car cela pourrait être un beau parc.","Date du séjour : mars 2018"
"Un séjour qui correspond à nos attentes c'est à dire reposant. Nous avons pris un cottage pagode VIP satisfait dans l'ensemble mais beaucoup de points négatifs. Malgré une rénovation intérieure propre l'extérieur laisse à désirer. Une énorme fuite dans la salle de bain lorsque l'autre...Plus","Date du séjour : mars 2018"
"Le domaine a l’air vieux et mal entretenu. Notre premier hébergement attribué était infesté de fourmis, nous avons donc dû déménager et là invasion de moustiques qui entraient par la chaufferie ce qui était top avec un bébé... nous nous en sommes accommodés et là...Plus","Date du séjour : mars 2018"
"Un Center Parcs vieillissant : nous avons été déçus par le cottage VIP, censé être le haut de gamme. Beaucoup de moisissures aux fenêtres, une odeur d'humidité dans l'une des salles de bain et le wifi qui a très mal marché (coupures fréquentes, voire impossibilité...Plus","Date du séjour : mars 2018"
"Plus","Date du séjour : mars 2018"
"Point positifs : vue sur le lac et la possibilité de garer sa voiture en bas de l'hôtel. Frigo dans la chambre, machine à café et 2 dosettes. Possibilité de profiter des installation dés le matin, avant de retirer sa clef. prévoir un sac piscine...Plus","Date du séjour : mars 2018"
"Ce center parc a besoin d être entièrement rénové. Bel espace vert, les lieux sont propres. En revanche dans le dôme ce sur extrêmement vieux et cela fait tout de suite sale. L espace de jeu pour enfant .... beaucoup de fonctionne plus et c...Plus","Date du séjour : mars 2018"
"une bonne rénovation du parc s'impose : l'ensemble du Parc est dégradé, les plafonds du dômes tombent , les carrelages se décollent , les cottages sont en fin de vie (pour ceux non rénovés) le prix ne correspond pas à la prestation","Date du séjour : mars 2018"
"Nous revenons d'un séjour du 23 au 26 mars en famille Nous étions venus l'année dernière a la même période en couple et tout était parfait Cette année bon séjour mais quelques petites surprises... un chat errant est venu s'installer dans notre cottage et sortait...Plus","Date du séjour : mars 2018"
"Nous venons de mid-week du 23 au 25 mars nous avons apprécier le faite qu'il soit petit tout ce fait à pied nous avions un cottage à 2min à pied du dôme petit bemole toboggan ne glisse pas assez vieu 1988 pour le premier toboggan...Plus","Date du séjour : mars 2018"
"Franchement très déçu, les peintures et le mobilier abîmé, un lavabo qui fuit, le pied d’un des lits cassés signalés dès le 1er jour et aucune intervention .... Au départ les femmes de ménages nous annonce qu’il vide le cottage pour remise en état complet,...Plus","Date du séjour : mars 2018"
"A fuire !! j'ai fais les bois aux daims puis je suis retourné au bois francs !! ca a énormement vieilli... Ce n'est pas entretenu, ni les cottages, ni le dôme. Et en plus on à eu le droit à 2 cafards dans notre vestiaire...Plus","Date du séjour : mars 2018"
